jrk_template,Phylum,Class,Order,Family,GENUS,COMMENT on genus,primary_lifestyle,Secondary_lifestyle,Comment_on_lifestyle_template,Endophytic_interaction_capability_template,Plant_pathogenic_capacity_template,Decay_substrate_template,Decay_type_template,Aquatic_habitat_template,Animal_biotrophic_capacity_template,Specific_hosts,Growth_form_template,Fruitbody_type_template,Hymenium_type_template,Ectomycorrhiza_exploration_type_template,Ectomycorrhiza_lineage_template,primary_photobiont,secondary_photobiont,
jrk00254,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Alutaceodontia,synonym of Kneiffiella,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk02513,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Deviodontia,synonym of Kneiffiella,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,hydnoid,,,,,wood_saprotroph;;;;;filamentous_mycelium
,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Fasciodontia,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,hydnoid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk03164,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Fibrodontia,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,hydnoid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk11214,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Grandinia,synonym of Xylodon,wood_saprotroph,,,,,wood,white_rot,partly_aquatic,,,filamentous_mycelium,corticioid,hydnoid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk04032,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Hyphodontia,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk09619,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Kneiffiella,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk04440,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Lagarobasidium,synonym of Xylodon,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,hydnoid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk04660,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Leucophellinus,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk04834,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Lyomyces,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk05869,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Odontiopsis,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,hydnoid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk06029,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Palifer,synonym of Xylodon,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk06187,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Paratrichaptum,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,,,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk07665,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Rogersella,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk07854,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Schizopora,synonym of Xylodon,wood_saprotroph,plant_pathogen,,,wood_pathogen,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;plant_pathogen;;wood_pathogen;;filamentous_mycelium
jrk09485,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Xylodon,,wood_saprotroph,,,,,wood,white_rot,partly_aquatic,,,filamentous_mycelium,corticioid,hydnoid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk08190,Basidiomycota,Agaricomycetes,Hymenochaetales,Tubulicrinaceae,Sphaerobasidium,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk07500,Basidiomycota,Agaricomycetes,Hysterangiales,Trappeaceae,Restingomyces,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk08923,Basidiomycota,Agaricomycetes,Hysterangiales,Trappeaceae,Trappea,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk04582,Basidiomycota,Agaricomycetes,Lepidostromatales,Lepidostromataceae,Lepidostroma,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,clavarioid,smooth,,,chlorococcoid,,lichenized;;;;;thallus_photosynthetic
jrk08518,Basidiomycota,Agaricomycetes,Lepidostromatales,Lepidostromataceae,Sulzbacheromyces,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,clavarioid,smooth,,,,,lichenized;;;;;thallus_photosynthetic
jrk06980,Basidiomycota,Agaricomycetes,Phallales,Clathraceae,Protubera,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk01831,Basidiomycota,Agaricomycetes,Phallales,Claustulaceae,Claustula,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,gasteroid,closed,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk03360,Basidiomycota,Agaricomycetes,Phallales,Claustulaceae,Gelopellis,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,gasteroid,closed,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk04329,Basidiomycota,Agaricomycetes,Phallales,Claustulaceae,Kjeldsenia,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk07079,Basidiomycota,Agaricomycetes,Phallales,Claustulaceae,Pseudogelopellis,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,gasteroid,closed,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk03341,Basidiomycota,Agaricomycetes,Phallales,Gastrosporiaceae,Gastrosporium,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,gasteroid,closed,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk00006,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Abrachium,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,clathroid,gel,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk00518,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Aporophallus,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,,,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk00689,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Aseroe,synonym of Aseroë,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,phalloid,gel,,,,,soil_saprotroph;;;;;filamentous_mycelium
,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Aseroë,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,phalloid,gel,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk01078,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Blumenavia,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,clathroid,gel,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk01343,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Calvarula,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,,,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk01828,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Clathrus,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,clathroid,gel,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk01979,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Colus,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,phalloid,gel,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk09623,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Dictyophora,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,phalloid,gel,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk02831,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Echinophallus,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,,,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk02905,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Endoclathrus,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,,,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk02926,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Endophallus,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,,,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk04105,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Ileodictyon,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,clathroid,gel,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk04196,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Itajahya,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,phalloid,gel,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk09624,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Jansia,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,phalloid,gel,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk04340,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Kobayasia,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk04502,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Laternea,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,clathroid,gel,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk04705,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Ligiella,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,,,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk04839,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Lysurus,,soil_saprotroph,,dung_saprotroph_some_species,,,soil,,non-aquatic,,,filamentous_mycelium,phalloid,gel,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk05352,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Mutinus,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,phalloid,gel,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk05651,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Neolysurus,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,,,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk06458,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Phallus,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,phalloid,gel,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk06981,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Protuberella,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk07044,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Pseudoclathrus,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,,,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk07049,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Pseudocolus,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,clathroid,gel,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk09625,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Simblum,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,phalloid,gel,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk08322,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Staheliomyces,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,,,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk08342,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Staurophallus,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,,,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk08383,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Stephanophallus,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,,,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk09626,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Xylophallus,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,phalloid,gel,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk07781,Basidiomycota,Agaricomycetes,Phallales,Phallales family incertae sedis,Saprogaster,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk09232,Basidiomycota,Agaricomycetes,Phallales,Phallales family incertae sedis,Vandasia,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,,,,,,,soil_saprotroph;;;;;filamentous_mycelium
jrk01584,Basidiomycota,Agaricomycetes,Polyporales,Cerrenaceae,Cerrena,,wood_saprotroph,,,,,wood,white_rot,partly_aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk04039,Basidiomycota,Agaricomycetes,Polyporales,Cerrenaceae,Hyphoradulum,synonym of Pseudolagarobasidium,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,corticioid,hydnoid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk04175,Basidiomycota,Agaricomycetes,Polyporales,Cerrenaceae,Irpiciporus,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk07109,Basidiomycota,Agaricomycetes,Polyporales,Cerrenaceae,Pseudolagarobasidium,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,hydnoid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk07419,Basidiomycota,Agaricomycetes,Polyporales,Cerrenaceae,Radulodon,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,hydnoid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk00348,Basidiomycota,Agaricomycetes,Polyporales,Dacryobolaceae,Amylocystis,,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk02369,Basidiomycota,Agaricomycetes,Polyporales,Dacryobolaceae,Dacryobolus,,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk09589,Basidiomycota,Agaricomycetes,Polyporales,Dacryobolaceae,Gloeocystidium,synonym of Dacryobolus,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk04210,Basidiomycota,Agaricomycetes,Polyporales,Dacryobolaceae,Jahnoporus,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk05889,Basidiomycota,Agaricomycetes,Polyporales,Dacryobolaceae,Oligoporus,,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk09634,Basidiomycota,Agaricomycetes,Polyporales,Dacryobolaceae,Osteina,,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk06914,Basidiomycota,Agaricomycetes,Polyporales,Dacryobolaceae,Postia,,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk08261,Basidiomycota,Agaricomycetes,Polyporales,Dacryobolaceae,Spongiporus,,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk00130,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Adustoporia,,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk00438,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Anthoporia,,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk00456,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk00458,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodiopsis,,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk01199,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Brunneoporus,,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk01235,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Buglossoporus,,wood_saprotroph,plant_pathogen,,,wood_pathogen,wood,brown_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;plant_pathogen;;wood_pathogen;;filamentous_mycelium
jrk02385,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Daedalea,,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk02482,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Dentiporus,,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk03211,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Flavidoporia,,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk03237,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Fomitopsis,,wood_saprotroph,,wood_pathogen_on_some_hosts,,wood_pathogen,wood,brown_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;wood_pathogen;;filamentous_mycelium
jrk03245,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Fragifomes,,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk04469,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Laricifomes,,wood_saprotroph,plant_pathogen,,,wood_pathogen,wood,brown_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;plant_pathogen;;wood_pathogen;;filamentous_mycelium
jrk04576,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Lentoporia,,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk05567,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Neoantrodia,,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk05646,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Neolentiporus,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk05780,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Niveoporofomes,,wood_saprotroph,,wood_pathogen_on_some_hosts,,wood_pathogen,wood,brown_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;wood_pathogen;;filamentous_mycelium
jrk11215,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Ranadivia,synonym of Daedalea,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk07497,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Resinoporia,,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk07567,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Rhizoporia,,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk07580,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Rhodofomes,,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk07581,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Rhodofomitopsis,,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk07710,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Rubellofomes,,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk08491,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Subantrodia,,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk09171,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Ungulidaedalea,,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk09369,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Wolfiporia,,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk03246,Basidiomycota,Agaricomycetes,Polyporales,Fragiliporiaceae,Fragiliporia,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk01775,Basidiomycota,Agaricomycetes,Polyporales,Gelatoporiaceae,Cinereomyces,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk03356,Basidiomycota,Agaricomycetes,Polyporales,Gelatoporiaceae,Gelatoporia,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk05830,Basidiomycota,Agaricomycetes,Polyporales,Gelatoporiaceae,Obba,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk07953,Basidiomycota,Agaricomycetes,Polyporales,Gelatoporiaceae,Sebipora,,plant_pathogen,wood_saprotroph,,,wood_pathogen,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,plant_pathogen;wood_saprotroph;;wood_pathogen;;filamentous_mycelium
jrk00140,Basidiomycota,Agaricomycetes,Polyporales,Grifolaceae,Aegis,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk03555,Basidiomycota,Agaricomycetes,Polyporales,Grifolaceae,Grifola,,wood_saprotroph,plant_pathogen,,,wood_pathogen,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;plant_pathogen;;wood_pathogen;;filamentous_mycelium
jrk04027,Basidiomycota,Agaricomycetes,Polyporales,Hyphodermataceae,Hyphoderma,,wood_saprotroph,,,,,wood,white_rot,partly_aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk11216,Basidiomycota,Agaricomycetes,Polyporales,Incrustoporiaceae,Gloeoporellus,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk04129,Basidiomycota,Agaricomycetes,Polyporales,Incrustoporiaceae,Incrustoporia,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk06625,Basidiomycota,Agaricomycetes,Polyporales,Incrustoporiaceae,Piloporia,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk08111,Basidiomycota,Agaricomycetes,Polyporales,Incrustoporiaceae,Skeletocutis,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk09139,Basidiomycota,Agaricomycetes,Polyporales,Incrustoporiaceae,Tyromyces,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk01275,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Byssomerulius,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
